school_id,short_name,long_name,school_type,primary_category,address,city,state,zip,phone,fax,cps_school_profile,website,progress_report_year,excelerate_award_gold_year,student_growth_rating,student_growth_description,student_attainment_rating,student_attainment_description,culture_climate_rating,culture_climate_description,school_survey_student_response,school_survey_student_response_1,school_survey_teacher_response,school_survey_teacher_response_1,healthy_school_certification,healthy_school_certification_1,creative_school_certification_1,school_survey_involved,school_survey_supportive,school_survey_ambitious,school_survey_effective,school_survey_collaborative,school_survey_safety,suspensions_per_100_students,suspensions_per_100_students_2,misconducts_to_suspensions,misconducts_to_suspensions_2,average_length_suspension,average_length_suspension_2,behavior_discipline_year,behavior_discipline_year_1,student_attendance_year_2,student_attendance_avg_pct,teacher_attendance_year_1,teacher_attendance_year_2,teacher_attendance_avg_pct,other_metrics_year_1,other_metrics_year_2,progress_toward_graduation,progress_toward_graduation_1,state_school_report_card,mobility_rate_pct,chronic_truancy_pct,supportive_school_award,supportive_school_award_desc,parent_survey_results_year,school_latitude,school_longitude,sat_grade_11_score_school,sat_grade_11_score_cps_avg,attainment_sat_grade_11_school,attainment_sat_grade_11_school_1,one_year_dropout_rate_year,one_year_dropout_rate_year_1,one_year_dropout_rate_avg,freshmen_on_track_school,freshmen_on_track_cps_pct,graduation_4_year_school,graduation_4_year_cps_pct,graduation_4_year_school_1,graduation_4_year_cps_pct_1,graduation_5_year_school,graduation_5_year_cps_pct,graduation_5_year_school_1,graduation_5_year_cps_pct_1,college_enrollment_school,college_enrollment_cps_pct,college_enrollment_school_1,college_enrollment_cps_pct_1,college_persistence_school,college_persistence_cps_pct,college_persistence_school_1,college_persistence_cps_pct_1,suspensions_per_100_students_1,misconducts_to_suspensions_1,average_length_suspension_1,improvement_award_year,excellence_award_year,blue_ribbon_award_year,spot_light_award_year
610108,OTOOLE,Luke O'Toole Elementary School,Neighborhood,ES,6550 S SEELEY AVE,Chicago,Illinois,60636,773-535-9040,773-535-9093,{'url': 'https://www.cps.edu/schools/schoolprofiles/610108'},{'url': 'https://otoolelions.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",78.1,59,99.9,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,87.1,89.1,94.3,89.5,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252387'},12.2,39.9,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.774571,-87.674865,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609790,BARTON,Clara Barton Elementary School,Neighborhood,ES,7650 S WOLCOTT AVE,Chicago,Illinois,60620,773-535-3260,773-535-3271,{'url': 'https://www.cps.edu/schools/schoolprofiles/609790'},{'url': 'https://bartonschoolchicago.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NOT ENOUGH DATA,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",6.1,59,40.5,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,4.3,0,75,1.1,2.2 days,1.7 days,2020,2021,88.7,89.1,93.9,84,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252068'},10.7,35.9,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.754194,-87.670927,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610242,BRENNEMANN,Joseph Brennemann Elementary School,Neighborhood,ES,4251 N CLARENDON AVE,Chicago,Illinois,60613,773-534-5766,773-534-5787,{'url': 'https://www.cps.edu/schools/schoolprofiles/610242'},{'url': 'https://www.josephbrennemann.org/'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",67.4,59,75,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,90.8,89.1,96.7,95,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252093'},9.1,24,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.959984,-87.649749,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,
609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,Career academy,HS,2100 E 87TH ST,Chicago,Illinois,60617,773-535-6100,773-535-6633,{'url': 'https://www.cps.edu/schools/schoolprofiles/609674'},{'url': 'https://chicagovocational.org'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",65.3,59,76,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,STRONG,NEUTRAL,STRONG,NOT ENOUGH DATA,13.9,0,41.3,1.1,2.5 days,1.7 days,2020,2021,75.7,89.1,92.9,76.3,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990250526'},11.1,63.4,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.737174,-87.573268,789,940,1.6,1.6,6.7,2.6,3.8,95.6,86.7,66.2,80.2,68.9,80.6,73.2,83.8,79.7,82.5,28.7,61.9,48.5,67,43.3,71.7,50,73.7,0.1,100,1.0 days,,,,
400179,NOBLE - MANSUETO HS,Noble Mansueto High School,Charter,HS,2911 W 47TH,Chicago,Illinois,60632,773-349-8200,773-409-0440,{'url': 'https://www.cps.edu/schools/schoolprofiles/400179'},{'url': 'https://nobleschools.org/mansueto'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",50.9,59,70.4,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,81.6,89.1,,,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025044C'},1.7,49.5,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2021,41.800136,-87.728003,924,940,24,24,1,0.1,3.8,74.9,86.7,86.9,80.2,86.3,80.6,89.9,83.8,,,81.3,61.9,,,,,,,,,,,,,
609836,CANTY,Arthur E Canty Elementary School,Neighborhood,ES,3740 N PANAMA AVE,Chicago,Illinois,60634,773-534-1238,773-534-1236,{'url': 'https://www.cps.edu/schools/schoolprofiles/609836'},{'url': 'https://www.cantyschool.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",96.3,59,92.2,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,0.8,0,7,1.1,1.3 days,1.7 days,2020,2021,95.7,89.1,95,93.9,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252119'},4.2,10.1,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.948007,-87.829296,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610043,LOVETT,Joseph Lovett Elementary School,Neighborhood,ES,6333 W BLOOMINGDALE AVE,Chicago,Illinois,60639,773-534-3130,773-534-3384,{'url': 'https://www.cps.edu/schools/schoolprofiles/610043'},{'url': 'https://lovettelementary.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",79.9,59,84.6,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,STRONG,NEUTRAL,STRONG,NOT ENOUGH DATA,0.9,0,42.9,1.1,2.0 days,1.7 days,2020,2021,92.5,89.1,95,88.4,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252319'},3.3,23.2,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.912718,-87.783919,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610396,TARKINGTON,Tarkington School of Excellence ES,Neighborhood,ES,3330 W 71ST ST,Chicago,Illinois,60629,773-535-4700,773-535-4713,{'url': 'https://www.cps.edu/schools/schoolprofiles/610396'},{'url': 'https://tarkington.cps.edu'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,MODERATELY ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",6.8,59,55.1,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,1.1,0,8.3,1.1,1.1 days,1.7 days,2020,2021,93.3,89.1,95.4,89.1,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252943'},3.6,18.6,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.764407,-87.706445,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610165,SCHUBERT,Franz Peter Schubert Elementary School,Neighborhood,ES,2727 N LONG AVE,Chicago,Illinois,60639,773-534-3080,773-534-3079,{'url': 'https://www.cps.edu/schools/schoolprofiles/610165'},{'url': 'https://schubertes.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",80.1,59,86.2,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,0.5,0,13,1.1,1.3 days,1.7 days,2020,2021,92.2,89.1,95,90.8,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252444'},5.2,26.9,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.930403,-87.76119,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610392,WORLD LANGUAGE HS,World Language Academy High School,Small,HS,3120 S KOSTNER AVE,Chicago,Illinois,60623,773-535-4334,773-254-8470,{'url': 'https://www.cps.edu/schools/schoolprofiles/610392'},{'url': 'https://wl.lvlhs.org'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",PARTIALLY ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",36.3,59,50,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,3.4,0,75,1.1,1.5 days,1.7 days,2020,2021,85.9,89.1,94.9,84.7,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990250830'},3.9,43.6,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.834397,-87.735292,874,940,14.9,14.9,2.5,2,3.8,68.8,86.7,77.8,80.2,86.3,80.6,86.3,83.8,77,82.5,79.1,61.9,69.2,67,51.1,71.7,61.7,73.7,,,,,,,
610139,PULLMAN,George M Pullman Elementary School,Neighborhood,ES,11311 S FORRESTVILLE AVE,Chicago,Illinois,60628,773-535-5395,773-535-5393,{'url': 'https://www.cps.edu/schools/schoolprofiles/610139'},{'url': 'https://pullmanschool.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,PARTIALLY ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",59.5,59,66.7,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,0.3,0,2.6,1.1,2.0 days,1.7 days,2020,2021,90.2,89.1,93.6,84.7,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252414'},15.8,35.2,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.688819,-87.609431,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610038,LINCOLN,Abraham Lincoln Elementary School,Neighborhood,ES,615 W KEMPER PL,Chicago,Illinois,60614,773-534-5720,773-534-5778,{'url': 'https://www.cps.edu/schools/schoolprofiles/610038'},{'url': 'http://www.lincolnelementary.org'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",31,59,54.2,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,0.1,0,7.7,1.1,2.0 days,1.7 days,2020,2021,97.4,89.1,95.6,93.6,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252314'},5.9,4.5,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.924525,-87.644497,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,0.1,100,1.0 days,,,,
610340,CHICAGO ACADEMY HS,Chicago Academy High School,Small,HS,3400 N AUSTIN AVE,Chicago,Illinois,60634,773-534-0146,773-534-0192,{'url': 'https://www.cps.edu/schools/schoolprofiles/610340'},{'url': 'https://chicagoacademyhs.org'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",90.6,59,72.7,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,NOT ENOUGH DATA,0.2,0,0.5,1.1,1.0 days,1.7 days,2020,2021,94.1,89.1,95.4,86.6,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990250820'},2,15.4,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.943054,-87.776847,933,940,30.5,30.5,1.4,,3.8,95.7,86.7,93.8,80.2,90.1,80.6,93.9,83.8,85.1,82.5,64.4,61.9,78,67,72.9,71.7,76.4,73.7,,,,,,,
610529,OGDEN HS,Ogden International High School,Neighborhood,HS,1250 W ERIE ST,Chicago,Illinois,60642,773-534-0866,773-534-0869,{'url': 'https://www.cps.edu/schools/schoolprofiles/610529'},{'url': 'https://ogden.cps.edu'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",77.1,59,76.8,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",VERY STRONG,VERY STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,1,0,7.5,1.1,2.7 days,1.7 days,2020,2021,84.9,89.1,95.5,90.1,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990250855'},3,42,EXEMPLARY,"This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",2021,41.893548,-87.659405,912,940,22.4,22.4,1.1,3.8,3.8,91.4,86.7,94.9,80.2,98.3,80.6,98.3,83.8,94,82.5,81.5,61.9,86.1,67,76.5,71.7,83.8,73.7,,,,,,,
609783,JEFFERSON HS,Nancy B Jefferson Alternative HS,Citywide-Option,HS,1100 S HAMILTON AVE,Chicago,Illinois,60612,312-433-7110,312-433-4442,{'url': 'https://www.cps.edu/schools/schoolprofiles/609783'},{'url': 'http://jefferson.cps.edu'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",3.4,59,78.4,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,98.1,89.1,91.8,80.6,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990253075'},,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.867832,-87.680418,0,940,0,0,,,,,,0.7,80.2,0.6,80.6,1.3,83.8,1.7,82.5,,,,67,,,,,,,,,,,
