school_id,legacy_unit_id,finance_id,short_name,long_name,primary_category,is_high_school,is_middle_school,is_elementary_school,is_pre_school,summary,administrator_title,administrator,secondary_contact_title,secondary_contact,address,city,state,zip,phone,fax,cps_school_profile,website,facebook,attendance_boundaries,grades_offered_all,grades_offered,student_count_total,student_count_low_income,student_count_special_ed,student_count_english_learners,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,student_count_other_ethnicity,student_count_asian_pacific,student_count_multi,student_count_hawaiian_pacific,student_count_ethnicity_not,statistics_description,demographic_description,dress_code,prek_school_day,kindergarten_school_day,school_hours,after_school_hours,earliest_drop_off_time,classroom_languages,bilingual_services,title_1_eligible,preschool_inclusive,preschool_instructional,transportation_bus,transportation_el,school_latitude,school_longitude,overall_rating,rating_status,rating_statement,classification_description,school_year,third_contact_title,third_contact_name,network,is_gocps_participant,is_gocps_prek,is_gocps_elementary,is_gocps_high_school,open_for_enrollment_date,twitter,youtube,pinterest,college_enrollment_rate_school,college_enrollment_rate_mean,graduation_rate_school,graduation_rate_mean,significantly_modified,transportation_metra,fourth_contact_title,fourth_contact_name,fifth_contact_title,fifth_contact_name,seventh_contact_title,seventh_contact_name,refugee_services,visual_impairments,freshman_start_end_time,sixth_contact_title,sixth_contact_name,hard_of_hearing
610099,5120,24711,NORWOOD PARK,Norwood Park Elementary School,ES,False,True,True,True,"Norwoood Park consistently ranks as one of the top schools in the city and state. As a World Language Magnet Cluster School, we provide  instruction in Spanish to all students K-8. With a dedicated, decorated staff of professionals, and active, supportive parents, we are justifiably proud of our reputation as the best example of public education.",Principal,Ryan William Coors,Assistant Principal,Krista Rajanen,5900 N NINA AVE,Chicago,Illinois,60631,7735341198,7735341178,https://www.cps.edu/schools/schoolprofiles/610099,http://norwoodpark.cps.edu,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",444,72,46,30,2,144,259,22,0,0,0,17,0,0,There are 444 students enrolled at NORWOOD PARK.  16.2% are Low Income Students.  10.4% are Diverse Learners.  6.8% are Limited English Learners.,The largest demographic at NORWOOD PARK is White.  This demographic makes up 58.3% of the student population.  The second greatest demographic is Hispanic at 32.4%.,False,Full Day,Full Day,08:15 AM - 03:15 PM,03:15 - 05:30 PM,08:00 AM,,,False,,,"88, 90N",Blue,41.988153,-87.802979,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Counselor / Case Manager,Melissa Irwin,Network 1,True,False,True,False,2004-09-01T00:00:00.000,,,,,,,,True,Union Pacific Northwest (UP-NW),,,,,,,,,,,,
610100,5140,24721,WEST PARK,West Park Elementary Academy,ES,False,True,True,True,"West Park Academy emphasizes fine arts and technology and encourages students to be creative. Our curriculum is literature-based, and students may choose from a variety of extracurricular activities. Classrooms have computers and are Internet accessible for technology-based instruction. Our partners include Hubbard Street Dance, YMCA Violence Prevention, Prevention Partners, Knock At Midnight, Corner Stone, UCAN, Junior Achievement, Leukemia & Lymphoma Society and St. Jude.",Principal,Karime Asaf,Assistant Principal,Ana M. Rodriguez,1425 N TRIPP AVE,Chicago,Illinois,60651,7735344940,7735344945,https://www.cps.edu/schools/schoolprofiles/610100,https://westparkcps.org,https://www.facebook.com/westparkacademy,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",529,522,73,199,111,411,4,1,2,0,0,0,0,0,There are 529 students enrolled at WEST PARK.  98.7% are Low Income Students.  13.8% are Diverse Learners.  37.6% are Limited English Learners.,The largest demographic at WEST PARK is Hispanic.  This demographic makes up 77.7% of the student population.  The second greatest demographic is Black at 21%.,True,Full Day,Full Day,07:45 AM-02:45 PM,2:45 PM - 4:00 PM,7:30 AM,,True,True,,,"65, 67",Blue,41.906907,-87.732443,Level 2,INTENSIVE SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Counselor,Nicole Simone,ISP,True,False,True,False,2004-09-01T00:00:00.000,http://twitter.com/westpark#1,,,,,,,,,,,,,,,,,,,,
609828,2530,22471,BURR,Jonathan Burr Elementary School,ES,False,True,True,False,"Jonathan Burr is a Magnet Cluster School offering Japanese as a World Language for all students.  Burr Elementary is committed to building a foundation for learning through our rigorous curriculum, extracurricular activities, and the development of a “service oriented” climate among our student body. At Burr, learning and teaching has a student centered focus that revolves around engagement, relationships, and rigor. “The Burr Experience” develops the skills of a global student who is high school ready and college bound.",Principal,Mrs.Amy Marie Klimowski,Assistant Principal,Jessica Carrasco,1621 W WABANSIA AVE,Chicago,Illinois,60622,7735344090,7735344718,https://www.cps.edu/schools/schoolprofiles/609828,https://burrschool.org,http://www.facebook.com/BurrElementaryChicago/,True,"K,1,2,3,4,5,6,7,8",K-8,457,138,54,40,31,182,196,16,1,0,0,31,0,0,There are 457 students enrolled at BURR.  30.2% are Low Income Students.  11.8% are Diverse Learners.  8.8% are Limited English Learners.,The largest demographic at BURR is White.  This demographic makes up 42.9% of the student population.  The second greatest demographic is Hispanic at 39.8%.,True,Half Day,Full Day,08:45 AM-03:45 PM,,8:15 AM,Japanese,,False,Y,,"9, 72",Blue,41.912358,-87.668661,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,Network 6,True,False,True,False,2004-09-01T00:00:00.000,https://twitter.com/principalamyk,,,,,,,,,,,,,,,,,,,,
610089,5020,24621,MURPHY,John B Murphy Elementary School,ES,False,True,True,True,"John B. Murphy Elementary School has a long and proud tradition of serving children, their families and our neighborhood. As a Fine and Performing Arts Neighborhood Magnet Cluster School, success is defined by academic and social achievement while embracing the whole child. Through these means we develop an appreciation of the arts through a variety of experiences in music, visual arts, dance and drama. We align our social approach to children and families to the Responsive Classroom (Preschool-Grade 4) and Developmental Designs (Grade 5-8) methods. We have a long-term investment into the success of each student and family that targets their success in college, career and life. We have been awarded Exemplary SEL status and work to achieve greater improvements every day.",Principal,Christine Dagny Zelenka,Assistant Principal,Rebeca Shick,3539 W GRACE ST,Chicago,Illinois,60618,7735345223,7735345212,https://www.cps.edu/schools/schoolprofiles/610089,http://www.murphy.cps.edu/,https://www.facebook.com/JohnBMurphySchool,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",562,394,86,188,13,391,116,24,1,0,0,16,1,0,There are 562 students enrolled at MURPHY.  70.1% are Low Income Students.  15.3% are Diverse Learners.  33.5% are Limited English Learners.,The largest demographic at MURPHY is Hispanic.  This demographic makes up 69.6% of the student population.  The second greatest demographic is White at 20.6%.,True,Full and Half Day,Full Day,08:00 AM-03:00PM,,7:50 AM,"Spanish, Spanish for Heritage Speakers",True,True,,,"82, 152",Blue,41.950078,-87.716832,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Clerk,Laura Aguirre,Network 1,True,False,True,False,2004-09-01T00:00:00.000,http://twitter.com/jbmurphyschool,,,,,,,,,Counselor,Adriana Jaurigue,,,,,True,,,,,
609864,2860,22801,COOK,John W Cook Elementary School,ES,False,True,True,True,"The mission of John W. Cook Academy is to provide all students with a high quality, technological and challenging educational experience that prioritizes educating the whole child while ensuring we are building lifelong, confident learners, who are equipped to compete globally and empowered to achieve excellence through perseverance.",Principal,El Roy Estes,Tanyelle Hannah-Reed,,8150 S BISHOP ST,Chicago,Illinois,60620,7735353315,7735353383,https://www.cps.edu/schools/schoolprofiles/609864,https://cookelementary.org,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",335,324,55,1,328,6,0,0,0,0,0,0,0,1,There are 335 students enrolled at COOK.  96.7% are Low Income Students.  16.4% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at COOK is Black.  This demographic makes up 97.9% of the student population.  The second greatest demographic is Hispanic at 1.8%.,True,Full Day,Full Day,08:45 AM - 03:45 PM,3:45 PM - 6:00 PM,8:30AM,Spanish,,True,,,"9, 79",,41.745237,-87.659775,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,Network 11,True,False,True,False,2004-09-01T00:00:00.000,,,,,,,,True,,,,,,,,,,,,,
610249,6680,26781,TALMAN,Talman Elementary School,ES,False,True,True,True,"Talman is a pre-kindergarten- through 8th-grade school that focuses on meeting the individual academic, social, and emotional needs of students. Talman has partnerships with the DePaul Center for Urban Education, UIC, Northeastern, Southwest Organizing Project, Digital Youth Network, Gage Park Library, and Bookworm Angels.",Principal,Jacqueline Medina,Assistant Principal,Maricela Sanchez,5450 S TALMAN AVE,Chicago,Illinois,60632,7735357850,7735357857,https://www.cps.edu/schools/schoolprofiles/610249,http://talman.cps.edu,https://www.facebook.com/Talmank12/,False,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",388,359,79,204,7,380,1,0,0,0,0,0,0,0,There are 388 students enrolled at TALMAN.  92.5% are Low Income Students.  20.4% are Diverse Learners.  52.6% are Limited English Learners.,The largest demographic at TALMAN is Hispanic.  This demographic makes up 97.9% of the student population.  The second greatest demographic is Black at 1.8%.,True,Half Day,Full Day,7:30 AM-2:30 PM,,,Spanish,True,True,,,"49, 55, 94",,41.794048,-87.690261,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,ISP,True,False,True,False,2004-09-01T00:00:00.000,,,,,,,,True,,,,,,,,,,,,,
400178,9659,66911,MOVING EVEREST,Moving Everest Charter School,ES,False,False,True,False,"The mission of Moving Everest Charter School is to create a school that dramatically transforms the lives of K-8 students and prepares them for success in college and in life through: the delivery of a rigorous and personalized academic program, a focus on holistic education and the development of strong character.",Director,Larita Henry,Director of Culture & Climate,Kenyada Mason,416 N LARAMIE AVE,Chicago,Illinois,60644,3126839695,3126747221,https://www.cps.edu/schools/schoolprofiles/400178,http://www.movingeverest.org/,https://www.facebook.com/movingeverestcharterschool,False,"K,1,2,3,4,5",K-5,525,427,53,10,510,13,1,0,0,0,0,1,0,0,There are 525 students enrolled at MOVING EVEREST.  81.3% are Low Income Students.  10.1% are Diverse Learners.  1.9% are Limited English Learners.,The largest demographic at MOVING EVEREST is Black.  This demographic makes up 97.1% of the student population.  The second greatest demographic is Hispanic at 2.5%.,True,,Full Day,8:00 AM - 3:30PM,3:30 PM - 6:00 PM,7:30 AM,,,True,,,,Brown,41.888259,-87.755281,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2019-2020,Director of Operations & Compliance,LaKeishia Hayes,Charter,False,False,False,False,2015-07-01T00:00:00.000,https://twitter.com/movingeverest,,,,,,,,,,,,,,,,,,,,
610026,4330,24071,KINZIE,John H Kinzie Elementary School,ES,False,True,True,True,"A neighborhood school that offers accelerated math/science instruction and Algebra for eighth grade students. Science instruction follows Next Generation Science Standards curriculum requirements. Kinzie has partnerships with Chicago Communities in Schools,, Brookfield Zoo, Common Threads, Peggy Notebeart Museum, University of Illinois, Kohl Children's Museum and the Chicago Park District. Kinzie also offers a special program for deaf and hard of hearing students.",Principal,Dawn Marie Caetta,Assistant Principal,Rosa M Hernandez,5625 S MOBILE AVE,Chicago,Illinois,60638,7735352425,7735352086,https://www.cps.edu/schools/schoolprofiles/610026,http://kinzie.cps.edu,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",690,397,149,103,36,506,135,4,1,0,0,8,0,0,There are 690 students enrolled at KINZIE.  57.5% are Low Income Students.  21.6% are Diverse Learners.  14.9% are Limited English Learners.,The largest demographic at KINZIE is Hispanic.  This demographic makes up 73.3% of the student population.  The second greatest demographic is White at 19.6%.,True,Full Day,Full Day,07:30AM-02:30 PM,,7:25 AM,"American Sign Language, Spanish",True,True,,Y,"55N, 55A, 62",Orange,41.789965,-87.779483,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,ISP,True,False,True,False,2004-09-01T00:00:00.000,,,,,,,,,,,,,,,,,,,,,True
609821,2480,22431,BURNHAM,Burnham Elementary Inclusive Academy,ES,False,True,True,True,"Burnham Math & Science Academy is a Science Magnet Cluster school.  The school’s focus is to provide high-quality instruction through rigorous implementation of Balanced Literary Instruction, as well as the Chicago Math and Science Initiative Program.",Principal,Sheryl Paulette Freeman,Assistant Principal,Cassondra P. Lockridge,9928 S CRANDON AVE,Chicago,Illinois,60617,7735356530,7735356515,https://www.cps.edu/schools/schoolprofiles/609821,https://cps.edu/burnham,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",474,450,74,8,454,17,0,1,0,0,0,1,1,0,There are 474 students enrolled at BURNHAM.  94.9% are Low Income Students.  15.6% are Diverse Learners.  1.7% are Limited English Learners.,The largest demographic at BURNHAM is Black.  This demographic makes up 95.8% of the student population.  The second greatest demographic is Hispanic at 3.6%.,True,Full Day,Full Day,08:45 AM-03:45 PM,3:45 p.m.-6:00 p.m.,8:30 a.m.,,,True,,,"15, 95E, 100",Red,41.714402,-87.567131,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,Network 13,True,False,True,False,2004-09-01T00:00:00.000,,,,,,,,True,,,,,,,,,,,,,
610053,4620,24341,MARQUETTE,Marquette Elementary School,ES,False,True,True,True,Marquette offers the International Baccalaureate (IB) Middle Years Programme (MYP). Students in the IB Programme learn Spanish and Arabic. The school has a fully functional science lab and two computer labs. Marquette enjoys community partnerships with Metropolitan Family Services and Southwest Organizing Project.,Principal,Rovel N Rucker Pollock,Assistant Principal,Alicia Marsh,6550 S RICHMOND ST,Chicago,Illinois,60629,7735359260,7735359266,https://www.cps.edu/schools/schoolprofiles/610053,http://marquette.auslchicago.org,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1125,1075,147,412,352,750,16,0,3,0,0,3,1,0,There are 1125 students enrolled at MARQUETTE.  95.6% are Low Income Students.  13.1% are Diverse Learners.  36.6% are Limited English Learners.,The largest demographic at MARQUETTE is Hispanic.  This demographic makes up 66.7% of the student population.  The second greatest demographic is Black at 31.3%.,True,Full and Half Day,Full Day,08:00 AM-03:00 PM,,7:30,"Arabic, Spanish",True,True,Y,,63,"Green, Orange",41.773881,-87.69703,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Assistant Principal,Michael Marzano,AUSL,True,False,True,False,2004-09-01T00:00:00.000,,,,,,,,,,School Counselor,Jeniece Fleming,,,,,,,,,,
610106,5210,24781,PICCOLO,Brian Piccolo Elementary Specialty School,ES,False,True,True,True,"Piccolo is a neighborhood elementary school that provides a continuum of services including, but not limited to Bilingual Education Programs K-5, ESL, Special Education Program services, and World Language Program (Spanish). Piccolo has a PAC and a BAC that serve as the voice of Piccolo parents and community in conjunction with the LSC and Instructional Leadership Team.",Principal,Ms.Heather B Pusatcioglu,Assistant Principal,Heather Pusatcioglu,1040 N KEELER AVE,Chicago,Illinois,60651,7735344425,7735344248,https://www.cps.edu/schools/schoolprofiles/610106,http://piccolo.auslchicago.org,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",602,595,98,208,259,331,5,0,0,0,0,5,1,1,There are 602 students enrolled at PICCOLO.  98.8% are Low Income Students.  16.3% are Diverse Learners.  34.6% are Limited English Learners.,The largest demographic at PICCOLO is Hispanic.  This demographic makes up 55% of the student population.  The second greatest demographic is Black at 43%.,True,Full and Half Day,Full Day,8:45 AM - 3:45 PM,,8:25 AM,,True,True,Y,,70,,41.90014,-87.731261,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Dean of Students,Erin Lauesen,AUSL,True,False,True,False,2004-09-01T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
610048,4580,24311,MANIERRE,George Manierre Elementary School,ES,False,True,True,True,"Manierre Elementary School offers a well rounded instructional program that promotes College, Careers, and Civics. Teachers and Staff at Manierre work well together and strive for excellence. Administration has implemented a data driven plan for instruction to increase academic performance. 
 
Manierre has a one-to-one ratio for technology integration in the classroom and has a computer lab. Each class is equipped with a Promethean Board. There is a math accelerated program for students in grades 2-8.  
 The school offers extended school hours as well as various after school programs to promote collaborative team building activities, sportsmanship, and a safe environment to engage with peers.   
 
Manierre has partnerships with many community organizations to support academic achievement and social emotional wellbeing for all students.  The school’s partners include but are not limited to: The Holiday Inn Mart Plaza - Chicago, DePaul University, Chicago Lights at Fourth Presbyterian Church, Lurie's Children's Hospital, Sit, Stay, Read, Respiratory Health Association, Green City Market, Peggy Notebaert, WITS, TOV, Moody Church, St.Michael's Church, WEF, and Junior Achievement.",Principal,Tinishi P Davis,,,1420 N HUDSON AVE,Chicago,Illinois,60610,7735348456,7735348020,https://www.cps.edu/schools/schoolprofiles/610048,https://manierreferguson.org,http://www.facebook.com/ManierreElementary,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",309,304,53,3,300,6,3,0,0,0,0,0,0,0,There are 309 students enrolled at MANIERRE.  98.4% are Low Income Students.  17.2% are Diverse Learners.  1% are Limited English Learners.,The largest demographic at MANIERRE is Black.  This demographic makes up 97.1% of the student population.  The second greatest demographic is Hispanic at 1.9%.,True,Full Day,Full Day,08:30 AM-03:30 PM,3:30 PM - 5:15 PM (tutoring hours),8:15 a.m.,,,True,,,"9, 11, 72","Brown, Purple",41.908247,-87.639827,Level 3,INTENSIVE SUPPORT,"This school received a Level 3 rating, which is the lowest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,Network 4,True,False,True,False,2004-09-01T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
609865,2870,22811,JORDAN,Jordan Elementary Community School,ES,False,True,True,True,"Jordan offers a Math and Science Magnet Program implementing the Go Math program through 6th grade. Grades 7-8 feature the Big Ideas Math Program CMSI endorsed. Jordan features a science lab, greenhouse, library, computer lab, and wireless Internet access. Partners include Loyola University, Youth Guidance, (WITS), Police Dist 24, Chicago Run, Howard Area Comm Center, and the James Jordan Fund.",Principal,Gilberto Piedrahita,Assistant Principal,Barbara Karrel,7414 N WOLCOTT AVE,Chicago,Illinois,60626,7735342220,7735342231,https://www.cps.edu/schools/schoolprofiles/609865,https://jordan.cps.edu,https://www.facebook.com/JordanCommunitySchool,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",495,477,85,254,143,293,33,13,2,0,0,7,4,0,There are 495 students enrolled at JORDAN.  96.4% are Low Income Students.  17.2% are Diverse Learners.  51.3% are Limited English Learners.,The largest demographic at JORDAN is Hispanic.  This demographic makes up 59.2% of the student population.  The second greatest demographic is Black at 28.9%.,True,Full and Half Day,Full Day,08:00 AM-03:00 PM,3:00 PM - 4:30 PM,8:00 AM,Spanish,True,True,,,"22, 97, 201, 206","Purple, Red, Yellow",42.017088,-87.677763,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Social Worker,Catherine Mizicko,Network 2,True,False,True,False,2004-09-01T00:00:00.000,,,,,,,,,,Counselor,Kristal Yoon,,,,,,,,,,
609745,1700,49031,SOUTHSIDE HS,Southside Occupational Academy High School,HS,True,False,False,False,"Southside Occupational Academy High School is a Transition Center for students with special needs aged 16-21 years.  We provide individualized education and training to students in the areas of Applied Academics, Independent Functioning, Vocational, and Social Learning Skills.  We offer each student the opportunity to learn within many contextualized environments throughout the school.  We have developed instructional labs in the areas of retail, grocery, office, culinary, hospitality, laundry, dish room, carpentry, and daily living.  Our counseling staff works closely with agency providers to support students and their families their transition from the public school system.  Please visit our website for more details.",Principal,Joshua Neil Long,Assistant Principal,Michiko Amos,7342 S HOYNE AVE,Chicago,Illinois,60636,7735359100,7735359110,https://www.cps.edu/schools/schoolprofiles/609745,https://southsideacademycps.org,https://www.facebook.com/southsideocc/,False,"11,12",11-12,313,282,313,50,207,87,18,1,0,0,0,0,0,0,There are 313 students enrolled at SOUTHSIDE HS.  90.1% are Low Income Students.  100% are Diverse Learners.  16% are Limited English Learners.,The largest demographic at SOUTHSIDE HS is Black.  This demographic makes up 66.1% of the student population.  The second greatest demographic is Hispanic at 27.8%.,True,,,9:00  AM - 4:15  PM,,8:50 AM,,True,True,,,,,41.759852,-87.675947,Inability to Rate,GOOD STANDING,"This school did not have enough data to receive a rating based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools for students with disabilities who reside in specified geographic locations. Acceptance based on students’ Individualized Education Program.,School Year 2019-2020,Assistant Principal,Jennifer Bollinger,ISP,False,False,False,False,2004-09-01T00:00:00.000,,,,0,67.2,,,True,,,,,,,,,,,,,
609852,2750,22681,CHAPPELL,Eliza Chappell Elementary School,ES,False,True,True,True,Chappell Elementary School offers excellent opportunities for the students of the Ravenswood and Bowmannville neighborhoods and beyond. We are a World Language Magnet Cluster School featuring Spanish.,Principal,Joseph A Peila,Assistant Principal,Diane Bryniarski,2135 W FOSTER AVE,Chicago,Illinois,60625,7735342390,7735342638,https://www.cps.edu/schools/schoolprofiles/609852,https://chappellelementaryschool.org,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",593,324,94,101,32,301,179,38,3,0,0,39,1,0,There are 593 students enrolled at CHAPPELL.  54.6% are Low Income Students.  15.9% are Diverse Learners.  17% are Limited English Learners.,The largest demographic at CHAPPELL is Hispanic.  This demographic makes up 50.8% of the student population.  The second greatest demographic is White at 30.2%.,True,Full Day,Full Day,9 am - 4 pm,4 pm (Tuition-based childcare until 6 pm),8:45 am (Tuition-based childcare from 7 am),,True,True,,Y,"49, 49B, 50, 92","Blue, Orange, Red",41.975894,-87.683264,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,ISP,True,False,True,False,2004-09-01T00:00:00.000,,,,,,,,True,,,,,,,,,,,,,
609732,1560,46291,STEINMETZ HS,Charles P Steinmetz College Preparatory HS,HS,True,False,False,False,"Steinmetz College Prep High School is the premier school of choice for students throughout the northwest side. We have four highly sought after programs that attract students from all over the city. These programs include One Goal, CTE-Graphic Design, JROTC Academy and our International Baccalaureate Programme.  
2016 Highlights Include: 
$8 million dollars in college scholarships earned 
96% of grads college-bound 
90 National Honor Society members 
90 IHSA Athletic Scholars 
30+ clubs and after school activities including dance and anime 
22 students participated in the Kakehashi Cultural Exchange Program trip to Japan 
11 Illinois State Scholars 
7 recipients of the Illinois State of Bi-literacy 
Competitive Gaming Club 
Student employment through After School Matters 
Award winning Art program",Principal,Jaime G Jaramillo,Lead Counselor,Tania Moumji,3030 N MOBILE AVE,Chicago,Illinois,60634,7735343030,7735343151,https://www.cps.edu/schools/schoolprofiles/609732,https://steinmetzcp.org,http://www.facebook.com/SteinmetzCollegePrep,True,"9,10,11,12",9-12,1224,1070,231,279,204,877,85,32,9,0,0,13,3,1,There are 1224 students enrolled at STEINMETZ HS.  87.4% are Low Income Students.  18.9% are Diverse Learners.  22.8% are Limited English Learners.,The largest demographic at STEINMETZ HS is Hispanic.  This demographic makes up 71.7% of the student population.  The second greatest demographic is Black at 16.7%.,True,,,7:45 AM - 2:56 PM,3:00 PM-6:00 PM,7:15 AM,"Arabic, Japanese, Spanish, Spanish for Heritage Speakers",True,True,,,"76, 77, 86",,41.935634,-87.783515,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,Network 14,True,False,False,True,2004-09-01T00:00:00.000,http://twitter.com/SteinmetzCPHS,,,63.2,67.2,74.4,78.9,,,,,,,,,False,,,,,
