school_id,legacy_unit_id,finance_id,short_name,long_name,primary_category,is_high_school,is_middle_school,is_elementary_school,is_pre_school,summary,administrator_title,administrator,address,city,state,zip,phone,fax,cps_school_profile,website,attendance_boundaries,grades_offered_all,grades_offered,student_count_total,student_count_low_income,student_count_special_ed,student_count_english_learners,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,student_count_other_ethnicity,student_count_asian_pacific,student_count_multi,student_count_hawaiian_pacific,student_count_ethnicity_not,statistics_description,demographic_description,dress_code,kindergarten_school_day,school_hours,earliest_drop_off_time,title_1_eligible,transportation_bus,transportation_el,overall_rating,rating_status,rating_statement,classification_description,school_year,network,is_gocps_participant,is_gocps_prek,is_gocps_elementary,is_gocps_high_school,school_latitude,school_longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,secondary_contact_title,secondary_contact,twitter,prek_school_day,bilingual_services,facebook,youtube,after_school_hours,college_enrollment_rate_school,college_enrollment_rate_mean,graduation_rate_school,graduation_rate_mean,classroom_languages,refugee_services,third_contact_title,third_contact_name,fourth_contact_title,fourth_contact_name,fifth_contact_title,fifth_contact_name,freshman_start_end_time,sixth_contact_title,sixth_contact_name,significantly_modified,preschool_inclusive,preschool_instructional,visual_impairments,transportation_metra,seventh_contact_title,seventh_contact_name,hard_of_hearing,pinterest
610213,6300,25711,WADSWORTH,James Wadsworth Elementary School,ES,False,True,True,True,"Wadsworth Elementary is a Math and Science Academy. Our classrooms are up-to-date with projectors, screens, and Promethian Boards. We also have full- and half-day preschool programs. We have been recognized by the State of Illinois for school improvement and have also received the Exemplary Achievement Award for six years of consecutive growth on the ISAT.",Principal,Rashid K Shabazz,6650 S ELLIS AVE,Chicago,Illinois,60637,773-535-0730,773-535-0743,{'url': 'https://www.cps.edu/schools/schoolprofiles/610213'},{'url': 'https://wadsworthstem.com'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",480,345,58,1,454,15,2,0,0,0,0,3,0,6,There are 480 students enrolled at WADSWORTH.  71.9% are Low Income Students.  12.1% are Diverse Learners.  0.2% are Limited English Learners.,The largest demographic at WADSWORTH is Black.  This demographic makes up 94.6% of the student population.  The second greatest demographic is Hispanic at 3.1%.,True,Full Day,8:00 AM-3:00 PM,,True,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 9,True,False,True,False,41.773478,-87.601018,"{'type': 'Point', 'coordinates': [-87.601018, 41.773478]}",60,9,22260,347,33,,,,Full and Half Day,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
610141,5550,25061,RAVENSWOOD,Ravenswood Elementary School,ES,False,True,True,True,Our innovative educational program seeks to challenge every student using a balanced literacy approach that focuses on stimulating the mind of every child to develop a love for reading and writing. Each student’s educational experience is enriched with an integrated Fine and Performing Arts Magnet Program. Social emotional learning is threaded throughout all we do.,Principal,Nicholas A Guerrero,4332 N PAULINA ST,Chicago,Illinois,60613,773-534-5525,773-534-5775,{'url': 'https://www.cps.edu/schools/schoolprofiles/610141'},{'url': 'https://www.ravenswoodelementary.org'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",536,151,53,75,43,155,252,29,0,0,0,57,0,0,There are 536 students enrolled at RAVENSWOOD.  28.2% are Low Income Students.  9.9% are Diverse Learners.  14% are Limited English Learners.,The largest demographic at RAVENSWOOD is White.  This demographic makes up 47% of the student population.  The second greatest demographic is Hispanic at 28.9%.,False,Full Day,08:45 AM-03:45 PM,,False,"78, 145",Brown,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 2,True,False,True,False,41.960746,-87.670922,"{'type': 'Point', 'coordinates': [-87.670922, 41.960746]}",53,57,21186,651,18,Assistant Principal,Mrs. Barbara Karrel,{'url': 'https://twitter.com/RavenswoodRam'},Full Day,True,{'url': 'https://www.facebook.com/ravenswoodelementary'},,,,,,,,False,,,,,,,,,,,,,,,,,,
400009,2025,63011,GLOBAL CITIZENSHIP,Academy for Global Citizenship Charter School,ES,False,True,True,False,"AGC is a dual-language International Baccalaureate charter school that prepares students to be environmentally and internationally minded by examining how their choices impact our community and the world. Organic, nutritionally balanced meals, daily yoga, gardening, wellness instruction and ecologically sustainable practices throughout the school are core to our mission.",Director,Berenice Salas,4647 W 47TH ST,Chicago,Illinois,60632,773-582-1100,773-582-1101,{'url': 'https://www.cps.edu/schools/schoolprofiles/400009'},{'url': 'https://agcchicago.org'},False,"K,1,2,3,4,5,6,7,8",K-8,461,276,64,166,7,430,15,0,2,0,0,1,2,4,There are 461 students enrolled at GLOBAL CITIZENSHIP.  59.9% are Low Income Students.  13.9% are Diverse Learners.  36% are Limited English Learners.,The largest demographic at GLOBAL CITIZENSHIP is Hispanic.  This demographic makes up 93.3% of the student population.  The second greatest demographic is White at 3.3%.,True,Full Day,8:00 AM-3:55 PM,07:45 AM,True,"47, 54, 62",Orange,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Charter,False,False,False,False,41.807579,-87.740097,"{'type': 'Point', 'coordinates': [-87.740097, 41.807579]}",56,53,22248,606,8,Admissions Officer,Maribel Mares,{'url': 'https://twitter.com/globalchicago'},,True,{'url': 'https://www.facebook.com/globalchicago'},,4:00 PM -5:15 PM,,,,,Spanish,,Director of Operations,Paul Guilianelli,Lower School Principal,Saskia Rombouts,Upper School Principal,Berenice Salas,,,,,,,,,,,,
610293,7190,26351,MELODY,Genevieve Melody Elementary School,ES,False,True,True,True,"Melody Elementary offers before-school music and sports programs and after-school reading and math enrichment programs. The school provides Internet labs and services for special education students, and invites parents to participate through its Local School Council and NCLB Parent Advisory Council.",Principal,Tiffany Tillman,3937 W WILCOX ST,Chicago,Illinois,60624,773-534-6850,773-534-6839,{'url': 'https://www.cps.edu/schools/schoolprofiles/610293'},{'url': 'https://melodystem.org'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",273,226,45,0,263,9,1,0,0,0,0,0,0,0,There are 273 students enrolled at MELODY.  82.8% are Low Income Students.  16.5% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at MELODY is Black.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Hispanic at 3.3%.,True,Full Day,7:45  AM - 2:45  PM,7:30 AM,True,"7, 53, 126",Blue,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 5,True,False,True,False,41.878799,-87.724661,"{'type': 'Point', 'coordinates': [-87.724661, 41.878799]}",30,27,21572,736,23,Assistant Principal,Mrs. A. Tam,,Full and Half Day,,{'url': 'http://www.facebook.com/Melodystemschool'},,3:00 PM -4:00PM,,,,,,,Counselor,Mrs. C. Fields,STEM Coordinator,Mr. J. Harris,Building Engineer,Mr. Joseph Karr,,,,,,,,,,,,
400130,9047,66614,YCCS - YOUTH DEVELOPMENT,YCCS-Community Youth Development Institute HS,HS,True,False,False,False,YCCS - Community Youth Development Institute (CYDI),Director,Aaron Royster,7836 S UNION AVE,Chicago,Illinois,60620,773-224-2273,773-224-2214,{'url': 'https://www.cps.edu/schools/schoolprofiles/400130'},{'url': 'https://www.cydihs.org'},False,"9,10,11,12",9-12,59,52,7,2,56,2,0,0,0,0,0,1,0,0,There are 59 students enrolled at YCCS - YOUTH DEVELOPMENT.  88.1% are Low Income Students.  11.9% are Diverse Learners.  3.4% are Limited English Learners.,The largest demographic at YCCS - YOUTH DEVELOPMENT is Black.  This demographic makes up 94.9% of the student population.  The second greatest demographic is Hispanic at 3.4%.,True,,7:30 AM - 5:00 PM,,True,"8, 79",,Level 1,NOT APPLICABLE,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Options,False,False,False,False,41.751377,-87.641731,"{'type': 'Point', 'coordinates': [-87.641731, 41.751377]}",59,70,21554,556,32,Principal,Keena Green,,,False,{'url': 'https://www.facebook.com/FlyWithCYDI/'},,,22.4,67.2,,,,,,,,,,,,,,,,,,,,,,
610159,5730,25241,SCAMMON,Jonathan Y Scammon Elementary School,ES,False,True,True,True,"Scammon is a neighborhood school for Grades Pre-K through 8 and includes general education, bilingual education, ESL, and special education programs. Scammon works closely with staff, students, parents, and community members to provide a curriculum that focuses on high-quality literacy instruction, math, science, social studies, technology, and extracurricular activities.",Principal,Christos T Liberos,4201 W HENDERSON ST,Chicago,Illinois,60641,773-534-3475,773-534-3516,{'url': 'https://www.cps.edu/schools/schoolprofiles/610159'},{'url': 'http://scammon.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",641,502,80,300,20,565,41,9,1,0,0,5,0,0,There are 641 students enrolled at SCAMMON.  78.3% are Low Income Students.  12.5% are Diverse Learners.  46.8% are Limited English Learners.,The largest demographic at SCAMMON is Hispanic.  This demographic makes up 88.1% of the student population.  The second greatest demographic is White at 6.4%.,True,Full Day,08:00 AM-03:00 PM,,True,"53, 56",Blue,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 1,True,False,True,False,41.941678,-87.732179,"{'type': 'Point', 'coordinates': [-87.732179, 41.941678]}",21,16,22618,329,21,Assistant Principal,Jacqueline Barbara,{'url': 'http://twitter.com/scammonschool'},Full Day,True,,,,,,,,,,Assistant Principal,Renee Klimkiewicz,,,,,,,,,,,,,,,,
609987,3930,31121,HENDRICKS,Thomas A Hendricks Elementary Community Academy,ES,False,True,True,True,"Hendricks Community Academy provides a rigorous academic program for all students. We strive to provide a caring environment that fosters a positive attitude towards learning. With our K-8 computer science education program, we develop students' skills in information, media and technology. Our partnership with University of Chicago and Brooksville zoo supports our math and science curriculum. We offer music and art classes and are partnered with Intonations for band to foster the creative talents within our students. Hendricks supports the life, college and career skills by providing a well rounded education for all students.",Principal,Anika T Murphy-Wellere,4316 S PRINCETON AVE,Chicago,Illinois,60609,773-535-1696,773-535-1700,{'url': 'https://www.cps.edu/schools/schoolprofiles/609987'},{'url': 'http://www.hendricks.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",181,149,46,7,162,17,1,0,0,0,0,1,0,0,There are 181 students enrolled at HENDRICKS.  82.3% are Low Income Students.  25.4% are Diverse Learners.  3.9% are Limited English Learners.,The largest demographic at HENDRICKS is Black.  This demographic makes up 89.5% of the student population.  The second greatest demographic is Hispanic at 9.4%.,True,Full Day,8:15  AM - 3:15  PM,8:00 a.m.,True,"24, 43",Red,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 9,True,False,True,False,41.815788,-87.633664,"{'type': 'Point', 'coordinates': [-87.633664, 41.815788]}",37,3,14924,189,9,,,,Full and Half Day,,,,3:15 PM - 5:15 PM,,,,,,,,,,,,,,,,,True,,,,,,,
610070,4800,24471,MCPHERSON,James B McPherson Elementary School,ES,False,True,True,True,"McPherson offers the International Baccalaureate framework through project-based learning. The goal is to develop global minded, reflective and caring citizens in Grades PreK-8. In addition, we host the Regional Gifted Program in the early years Kindergarten and First  Grade and  two Cluster Programs: Low Incident and Multi-Sensory in grades Pre K-8. 
 The World Language of Spanish is offered in Grades PreK-8. McPherson prepares students with 21st century skills with include science labs, computer labs, 3-D printers, 1:1 devices, Smart boards in every classroom, life skills lab, lending library and Internet access in classrooms. 
  Parents support McPherson's vision through participating in the Bilingual Advisory Council, Parent Advisory Council, Friends of McPherson and Local School Council. 
 McPherson's Motto- ""Where All Can Succeed""",Principal,Debbie P Nikokavouras,4728 N WOLCOTT AVE,Chicago,Illinois,60640,773-534-2625,773-534-2637,{'url': 'https://www.cps.edu/schools/schoolprofiles/610070'},{'url': 'https://mcpherson.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",668,306,167,194,57,374,155,37,0,0,0,44,0,1,There are 668 students enrolled at MCPHERSON.  45.8% are Low Income Students.  25% are Diverse Learners.  29% are Limited English Learners.,The largest demographic at MCPHERSON is Hispanic.  This demographic makes up 56% of the student population.  The second greatest demographic is White at 23.2%.,True,Full Day,07:45 AM - 2:45 PM,7:30 AM,True,"50, 81","Blue, Brown",Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 2,True,False,True,False,41.967847,-87.676288,"{'type': 'Point', 'coordinates': [-87.676288, 41.967847]}",15,6,22616,225,18,Assistant Principal,Sarah Trevino,,Full and Half Day,True,{'url': 'https://www.facebook.com/McPhersonElementary'},,2:45-6:00PM,,,,,Spanish,,IB MYP Coordinator,Marianne Turk,IB PYP Coordinatorr,Jeanette Astroga Bielenda,Case Manager,Sandra Caudill,,,,,True,,,Union Pacific North (UP-N),,,,
610340,7770,46481,CHICAGO ACADEMY HS,Chicago Academy High School,HS,True,False,False,False,"Chicago Academy High School is a community of learners contributing to the world through the power of education. 
 
We have a dual mission: to provide a supportive college preparatory environment for students and a collaborative mentoring experience for aspiring teachers.  
 
We share the core values of compassion, commitment, integrity, and reflection, which we call the Learner’s Life. By infusing our school culture with these qualities, we seek to inspire excellence in ourselves and our community.",Principal,Ryan P Leonard,3400 N AUSTIN AVE,Chicago,Illinois,60634,773-534-0146,773-534-0192,{'url': 'https://www.cps.edu/schools/schoolprofiles/610340'},{'url': 'https://chicagoacademyhs.org'},False,"9,10,11,12",9-12,556,440,110,113,30,419,86,13,2,0,0,5,1,0,There are 556 students enrolled at CHICAGO ACADEMY HS.  79.1% are Low Income Students.  19.8% are Diverse Learners.  20.3% are Limited English Learners.,The largest demographic at CHICAGO ACADEMY HS is Hispanic.  This demographic makes up 75.4% of the student population.  The second greatest demographic is White at 15.5%.,False,,08:00 AM-03:10 PM,7:30 AM,True,"85, 91, 152",,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2022-2023,AUSL,True,False,False,True,41.943054,-87.776847,"{'type': 'Point', 'coordinates': [-87.776847, 41.943054]}",52,17,22254,459,44,,,{'url': 'https://twitter.com/chiacadhs'},,False,,,3:10 PM - 5:00 PM,78.1,67.2,85.1,78.9,Spanish,False,,,,,,,08:00 a.m. - 3:10 p.m.,,,,,,,,,,,
400167,9642,63181,HORIZON - SOUTHWEST,Horizon Science Academy Southwest Chicago Charter,ES,True,True,True,False,"Horizon Science Academy Southwest Chicago Charter School (HSA-Southwest Chicago) is a college preparatory charter public school with STEM (Science, Technology, Engineering, and Math) focus. 
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
 
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}",Director,Stephen Anthony Palmerin,5401 S WESTERN AVE,Chicago,Illinois,60609,773-498-3355,773-498-4984,{'url': 'https://www.cps.edu/schools/schoolprofiles/400167'},{'url': 'https://www.hsaswchicago.org'},False,"K,1,2,3,4,5,6,7,8,9,10,11,12",K-12,738,645,75,207,201,524,11,0,0,0,0,1,0,1,There are 738 students enrolled at HORIZON - SOUTHWEST.  87.4% are Low Income Students.  10.2% are Diverse Learners.  28% are Limited English Learners.,The largest demographic at HORIZON - SOUTHWEST is Hispanic.  This demographic makes up 71% of the student population.  The second greatest demographic is Black at 27.2%.,True,Full Day,8:00 AM - 4:00 PM,7:00 AM,True,,,Level 2,NOT APPLICABLE,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Charter,True,False,False,True,41.795201,-87.683963,"{'type': 'Point', 'coordinates': [-87.683963, 41.795201]}",37,61,14924,775,3,,,{'url': 'https://twitter.com/hsaswchicago'},,True,,,3:10 - 6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
609884,3020,22941,DEVER,William E Dever Elementary School,ES,False,True,True,True,"At Dever, we hold high expectations while building strong relationships.  We collaborate, persevere through problems, and know there is always room to improve.  We provide authentic learning experiences based on students’ unique needs.  In doing so, we instill a love of learning and excitement for school that encourages risk-taking and empowers students to be leaders of the community.",Principal,Jason F Major,3436 N OSCEOLA AVE,Chicago,Illinois,60634,773-534-3090,773-534-3337,{'url': 'https://www.cps.edu/schools/schoolprofiles/609884'},{'url': 'https://dever.cps.edu/'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",754,382,87,270,12,450,225,18,0,0,0,13,3,33,There are 754 students enrolled at DEVER.  50.7% are Low Income Students.  11.5% are Diverse Learners.  35.8% are Limited English Learners.,The largest demographic at DEVER is Hispanic.  This demographic makes up 59.7% of the student population.  The second greatest demographic is White at 29.8%.,True,Full Day,08:00 AM-03:00 PM,07:45 AM,True,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 1,True,False,True,False,41.942552,-87.813132,"{'type': 'Point', 'coordinates': [-87.813132, 41.942552]}",52,17,22254,458,19,Assistant Principal,Kelly Martinez,{'url': 'https://twitter.com/deverdragons?lang=en'},Full Day,True,,,3:00 pm - 6:00 pm,,,,,,,,,,,,,,,,,True,,,,,,,
609927,3430,23261,FOSTER PARK,Foster Park Elementary School,ES,False,True,True,True,"Foster Park Fine and Performing Arts Magnet Cluster School has established an exemplary learning community that supports innovation through the development of 21st century skills, fine and performing arts, excellence, and continuous educational improvement. Foster Park addresses the learning needs of all students academically, socially, emotionally, and physically.",Principal,Kimberly Adrian Harper-Young,8530 S WOOD ST,Chicago,Illinois,60620,773-535-2725,773-535-2740,{'url': 'https://www.cps.edu/schools/schoolprofiles/609927'},{'url': 'https://fosterpark.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",297,210,87,1,288,8,0,0,0,0,0,1,0,0,There are 297 students enrolled at FOSTER PARK.  70.7% are Low Income Students.  29.3% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at FOSTER PARK is Black.  This demographic makes up 97% of the student population.  The second greatest demographic is Hispanic at 2.7%.,True,Full Day,08:45 AM-03:45 PM,8:30am,True,"9, 48, 87",,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 11,True,False,True,False,41.738425,-87.668099,"{'type': 'Point', 'coordinates': [-87.668099, 41.738425]}",59,70,21554,532,13,Assistant Principal,Lekesha Coleman,,Full and Half Day,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,
400021,4371,66432,CATALYST - CIRCLE ROCK,Catalyst Elementary Charter School - Circle Rock,ES,False,True,True,False,Catalyst Schools holistically educate the young men and women entrusted to its care by a school community committed to teaching minds and touching hearts.  We envision a life of meaning and purpose for all people in a world that is just and peaceful.,Director,Elizabeth Jamison-Dunn,5608 W WASHINGTON BLVD,Chicago,Illinois,60644,773-945-5025,312-626-2345,{'url': 'https://www.cps.edu/schools/schoolprofiles/400021'},{'url': 'https://catalystschools.org/circle-rock'},False,"K,1,2,3,4,5,6,7,8",K-8,510,424,68,1,499,8,0,1,1,0,0,1,0,0,There are 510 students enrolled at CATALYST - CIRCLE ROCK.  83.1% are Low Income Students.  13.3% are Diverse Learners.  0.2% are Limited English Learners.,The largest demographic at CATALYST - CIRCLE ROCK is Black.  This demographic makes up 97.8% of the student population.  The second greatest demographic is Hispanic at 1.6%.,True,Full Day,8:00 am-3:30 pm,07:30 AM,True,,,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Charter,False,False,False,False,41.882322,-87.765322,"{'type': 'Point', 'coordinates': [-87.765322, 41.882322]}",32,26,22216,618,7,Principal,Elizabeth Jamison-Dunn,{'url': 'https://twitter.com/catalystschools/'},,,{'url': 'https://www.facebook.com/thecatalystschools'},,,,,,,,,Manager of School Operations,LaQuesha Miller,Assistant Principal,Erika Whitehead,Director of Instruction,Meagan Harrison,,,,,,,,,,,,
610122,5360,24891,PEIRCE,Helen Peirce International Studies ES,ES,False,True,True,True,"Helen C. Peirce cultivates a learning environment that fosters intellectual, social, and emotional growth. Through the rigorous International Baccalaureate Primary and Middle Years Programme and a differentiated instructional approach, we challenge our students to become critical thinkers and lifelong learners. Peirce utilizes a Restorative Approach to develop school culture, places special emphasis on inclusion, has strong parental/community partnerships, several after school based programs and arts partnerships at every grade level.",Principal,Lorianne Zaimi,1423 W BRYN MAWR AVE,Chicago,Illinois,60660,773-534-2440,773-534-2577,{'url': 'https://www.cps.edu/schools/schoolprofiles/610122'},{'url': 'http://peirce.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1063,360,135,189,82,343,494,50,8,0,0,85,1,0,There are 1063 students enrolled at PEIRCE.  33.9% are Low Income Students.  12.7% are Diverse Learners.  17.8% are Limited English Learners.,The largest demographic at PEIRCE is White.  This demographic makes up 46.5% of the student population.  The second greatest demographic is Hispanic at 32.3%.,False,Full Day,08:00 AM-03:00 PM,,False,"22, 36, 50",Red,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,ISP,True,False,True,False,41.983456,-87.66585,"{'type': 'Point', 'coordinates': [-87.66585, 41.983456]}",15,76,4451,540,16,Assistant Principal,Samuel Lee,,Full Day,True,{'url': 'http://www.facebook.com/PeirceCPS'},,,,,,,,False,Assistant Principal,Kristen Munoz,,,,,,,,,True,,,,,,,
400172,9647,66255,ASPIRA - BUSINESS & FINANCE HS,ASPIRA Business and Finance,HS,True,False,False,False,"The ASPIRA Business and Finance High School is a college preparatory charter school which takes an innovative approach to college and career-readiness by offering students the tools to be successful in academics and business.Through the National Foundation for Teaching Entrepreneurship, ABFHS provides a strong foundation for future business leaders through technology- infuse start-up and entrepreneurship courses at each grade level. The school is founded on the ASPIRA method of awareness, analysis and action, which exposes students to a challenging academic program while ensuring they have the support needed to excel.",Director,Mary Bradley,2989 N MILWAUKEE AVE,Chicago,Illinois,60618,773-243-1820,773-243-1820,{'url': 'https://www.cps.edu/schools/schoolprofiles/400172'},{'url': 'https://abfhs.aspirail.org'},False,"9,10,11,12",9-12,490,373,110,211,14,464,7,0,2,0,0,1,1,1,There are 490 students enrolled at ASPIRA - BUSINESS & FINANCE HS.  76.1% are Low Income Students.  22.4% are Diverse Learners.  43.1% are Limited English Learners.,The largest demographic at ASPIRA - BUSINESS & FINANCE HS is Hispanic.  This demographic makes up 94.7% of the student population.  The second greatest demographic is Black at 2.9%.,True,,7:30AM-4:30PM,7:30AM,True,56,Blue,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Charter,True,False,False,True,41.935726,-87.718204,"{'type': 'Point', 'coordinates': [-87.718204, 41.935726]}",39,22,21538,215,21,Assistant Principal,Jordana Kafka,{'url': 'https://twitter.com/ASPIRABusiness'},,True,{'url': 'https://www.facebook.com/ASPIRABusiness'},,3:15PM-4:30PM,,,,,"Spanish, Spanish for Heritage Speakers",,Dean of Students,Terrense Kyles,Joselyn Salgado,Registrar,,,,,,,,,,,,,,
