school_id,legacy_unit_id,finance_id,short_name,long_name,primary_category,is_high_school,is_middle_school,is_elementary_school,is_pre_school,summary,administrator_title,administrator,secondary_contact_title,secondary_contact,phone,fax,cps_school_profile,website,attendance_boundaries,grades_offered_all,grades_offered,student_count_total,student_count_low_income,student_count_special_ed,student_count_english_learners,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,student_count_other_ethnicity,student_count_asian_pacific_islander,student_count_multi,student_count_hawaiian_pacific_islander,student_count_ethnicity_not_available,statistics_description,demographic_description,dress_code,kindergarten_school_day,school_hours,title_1_eligible,transportation_bus,overall_rating,rating_status,rating_statement,classification_description,school_year,network,is_gocps_participant,is_gocps_prek,is_gocps_elementary,is_gocps_high_school,open_for_enrollment_date,school_latitude,school_longitude,location,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_rpca_8um6,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,facebook,earliest_drop_off_time,classroom_languages,transportation_el,college_enrollment_rate_school,college_enrollment_rate_mean,graduation_rate_school,graduation_rate_mean,third_contact_title,third_contact_name,after_school_hours,fourth_contact_title,fourth_contact_name,bilingual_services,prek_school_day,preschool_instructional,significantly_modified,transportation_metra,twitter,refugee_services,preschool_inclusive,freshman_start_end_time,fifth_contact_title,fifth_contact_name,youtube,sixth_contact_title,sixth_contact_name,seventh_contact_title,seventh_contact_name,pinterest,hard_of_hearing,visual_impairments
610057,4660,26701,FAIRFIELD,Fairfield Elementary Academy,ES,N,Y,Y,Y,"Fairfield provides a state-of-the-art computer lab and enjoys fruitful partnerships with Jenner and Block Law Offices, Urban Gateways, Within the Schools, SouthWest Organizing Project and St. Rita Parish. At Fairfield teachers make instructional decisions based on data and student results. We provide ample opportunities for students to be successful in school.",Principal,Ms.Claudia Lopez,Assistant Principal,Mr. Jeffrey Heredia,7735359500,7735350438,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610057,http://fairfieldacademy.org/,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",569,525,60,266,139,425,2,0,0,0,0,3,0,0,There are 569 students enrolled at FAIRFIELD.  92.3% are Low Income Students.  10.5% are Diverse Learners.  46.7% are Limited English Learners.,The largest demographic at FAIRFIELD is Hispanic.  This demographic makes up 74.7% of the student population.  The second greatest demographic is Black at 24.4%.,Y,Full Day,7:45 AM-2:45 PM,Y,63,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 10,Y,N,Y,N,2004-09-01T00:00:00.000,41.780904,-87.692115,"{'latitude': '41.780904', 'longitude': '-87.692115', 'human_address': '{""address"": ""6201 S FAIRFIELD AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60629""}'}",64,21867,58,111,2,,,,,,,,,,,,,,Y,Half Day,,,,,,,,,,,,,,,,,
609790,2170,22151,BARTON,Clara Barton Elementary School,ES,N,Y,Y,Y,"Mission Statement 
 
At Barton School, we empower, prepare and educate by providing a structured nurturing environment rooted in self-discipline, powerful relationships and an investment in students.  
 
 
Vision Statement 
 
At Barton School, we strive to graduate motivated, passionate high level thinkers and responsible leaders who will succeed in college and beyond.",Principal,Mrs.Augusta M Smith,Assistant Principal,Louis Davis,7735353260,7735353271,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609790,http://www.bartonschoolchicago.org,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",391,316,82,1,373,16,1,0,0,0,0,1,0,0,There are 391 students enrolled at BARTON.  80.8% are Low Income Students.  21% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at BARTON is Black.  This demographic makes up 95.4% of the student population.  The second greatest demographic is Hispanic at 4.1%.,Y,Full Day,08:45 AM-03:45 PM,Y,"9, 48",Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 11,Y,N,Y,N,2004-09-01T00:00:00.000,41.754194,-87.670927,"{'latitude': '41.754194', 'longitude': '-87.670927', 'human_address': '{""address"": ""7650 S WOLCOTT AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60620""}'}",70,21554,59,573,31,https://www.facebook.com/Barton-Elementary-School-598204176962590/,8:30 am,,,,,,,Counselor,Dr. Janet Gardner,4:00-5:00pm,Culture and Climate Manager,Danny Lee,,Full and Half Day,,Y,,,,Y,,,,,,,,,,,
610044,4540,24251,LOWELL,James Russell Lowell Elementary School,ES,N,Y,Y,Y,"Our vision at Lowell Elementary School and Munoz-Marin/Lowell Primary School is to develop creative thinkers and compassionate problem solvers by providing a safe, democratic, and positive environment in which all students are motivated to learn.",Principal,Gladys Betty Rivera,Other,,7735344300,7735344306,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610044,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",396,382,109,124,88,293,8,0,0,0,0,7,0,0,There are 396 students enrolled at LOWELL.  96.5% are Low Income Students.  27.5% are Diverse Learners.  31.3% are Limited English Learners.,The largest demographic at LOWELL is Hispanic.  This demographic makes up 74% of the student population.  The second greatest demographic is Black at 22.2%.,Y,Full Day,07:30 AM-02:30 PM,Y,"72, 82",Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 5,Y,N,Y,N,2004-09-01T00:00:00.000,41.90652,-87.710217,"{'latitude': '41.90652', 'longitude': '-87.710217', 'human_address': '{""address"": ""3320 W HIRSCH ST"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60651""}'}",24,4299,5,455,49,,,,,,,,,,,,,,Y,Half Day,Y,Y,,,,Y,,,,,,,,,,,
609924,3400,23241,FORT DEARBORN,Fort Dearborn Elementary School,ES,N,Y,Y,Y,"Fort Dearborn Elementary School offers students a holistic educational program that involves a rigorous academic program along with Fine and Performing Arts enrichment. Our curriculum incorporates  I pads, computer lab, science lab, and after school academic and enrichment.  Students have the opportunity to explore their creative abilities by participating in dance, visual arts, athletic, and music activities.   All students have an academic growth plan to support their achievement and extra help is available in math and reading.",Principal,Vernita B Sims,Assistant Principal,Eboni Mixon,7735352680,7735352891,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609924,http://fortdearborn.cps.edu,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",364,356,55,2,356,5,1,0,0,0,0,2,0,0,There are 364 students enrolled at FORT DEARBORN.  97.8% are Low Income Students.  15.1% are Diverse Learners.  0.5% are Limited English Learners.,The largest demographic at FORT DEARBORN is Black.  This demographic makes up 97.8% of the student population.  The second greatest demographic is Hispanic at 1.4%.,Y,Full Day,8:00 AM-03:00 PM,Y,9,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 11,Y,N,Y,N,2004-09-01T00:00:00.000,41.729673,-87.655481,"{'latitude': '41.729673', 'longitude': '-87.655481', 'human_address': '{""address"": ""9025 S THROOP ST"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60620""}'}",72,21554,59,195,13,,7:45 AM,,,,,,,Dean of Students,William harvey,,,,,Full and Half Day,,,Rock Island District (RI),,,,,,,,,,,,,,
610323,7540,46491,BOWEN HS,Bowen High School,HS,Y,N,N,N,Bowen creates community leaders! We work hard to ensure BHS students obtain an excellent education in order to compete globally and affect positive change within their community.,Principal,Priscilla Horton,Assistant Principal,Thomas Trotter,7735357650,7735356489,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610323,http://www.bowenhs.org,N,"9,10,11,12",9-12,253,161,75,24,202,46,1,0,0,0,0,2,2,0,There are 253 students enrolled at BOWEN HS.  63.6% are Low Income Students.  29.6% are Diverse Learners.  9.5% are Limited English Learners.,The largest demographic at BOWEN HS is Black.  This demographic makes up 79.8% of the student population.  The second greatest demographic is Hispanic at 18.2%.,Y,,8:00  AM - 3:23  PM,Y,"30, 87, 95E",Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2017-2018,Network 17,Y,N,N,Y,2004-09-01T00:00:00.000,41.734627,-87.55755,"{'latitude': '41.734627', 'longitude': '-87.55755', 'human_address': '{""address"": ""2710 E 89TH ST"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60617""}'}",42,21202,25,508,37,,7:30 AM,"Spanish, Spanish for Heritage Speakers",,43.9,59.8,61.9,77.5,Guidance Counselor,Janell Armstrong,3:30 PM - 6:00 PM,Culture/Climate Lead and Dual Credit Instructor,Brianna Nkemeh,Y,,,Y,Metra Electric District (ME),https://twitter.com/bowenhsisback,N,,8:00 AM - 3:23 PM,Dean of Students,Karen Stewart,,,,,,,,
610173,5900,25351,SHERWOOD,Jesse Sherwood Elementary School,ES,N,Y,Y,Y,"We offer a full curriculum of math, science, social studies, language arts, music, physical education, and computer science. We offer an after-school athletic program and an ROTC Program. We have rich after-school and before-school programs. Sherwood Elementary has created a partnership with Communities in Schools and has the 21st Century Learning Grant.",Principal,Alice Buzanis,Assistant Principal,Kimberly Ann Carter-Easter,7735350829,7735350872,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610173,http://www.sherwood.cps.edu,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",292,247,58,1,283,8,1,0,0,0,0,0,0,0,There are 292 students enrolled at SHERWOOD.  84.6% are Low Income Students.  19.9% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at SHERWOOD is Black.  This demographic makes up 96.9% of the student population.  The second greatest demographic is Hispanic at 2.7%.,Y,Full Day,08:30 AM-03:30 PM,Y,"24, 29, 55, 59",Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,ISP,Y,N,Y,N,2004-09-01T00:00:00.000,41.7908,-87.632279,"{'latitude': '41.7908', 'longitude': '-87.632279', 'human_address': '{""address"": ""245 W 57TH ST"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60621""}'}",66,21559,11,166,4,https://www.facebook.com/JesseSherwoodElementary,,,Red,,,,,,,,,,,Full and Half Day,Y,,,https://twitter.com/Jesse_Sherwood,,Y,,,,,,,,,,,
609769,1950,49101,GRAHAM HS,Ray Graham Training Center High School,HS,Y,N,N,N,"Ray Graham Training Center is a specialty school that provides services for 16- to 21-year-old young adults with moderate to severe cognitive disabilities. The average Graham student remains with the program for six years. Graham’s program emphasizes living skills, vocational training, and functional academics.",Principal,Rebecca A Parker,Assistant Principal,Ku-San Thomas,7735349257,7735349247,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609769,http://www.raygrahamtrainingcenterhs.com/,N,"9,10,11,12",9-12,113,82,113,36,52,50,4,6,0,0,0,1,0,0,There are 113 students enrolled at GRAHAM HS.  72.6% are Low Income Students.  100% are Diverse Learners.  31.9% are Limited English Learners.,The largest demographic at GRAHAM HS is Black.  This demographic makes up 46% of the student population.  The second greatest demographic is Hispanic at 44.2%.,Y,,7:15a.m.-2:45p.m.,Y,,Inability to Rate,GOOD STANDING,This school did not have enough data for a 2016-2017 Performance Policy Rating.,Schools for students with disabilities who reside in specified geographic locations. Acceptance based on students’ Individualized Education Program.,School Year 2017-2018,Network 14,N,N,N,N,2004-09-01T00:00:00.000,41.849675,-87.625315,"{'latitude': '41.849675', 'longitude': '-87.625315', 'human_address': '{""address"": ""2347 S WABASH AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60616""}'}",34,21194,40,193,9,,7:15am,American Sign Language,"Green, Red",10,59.8,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,
610589,9686,23521,SOR JUANA,Sor Juana Ines de la Cruz ES,ES,N,N,Y,N,"Sor Juana Elementary School is a one-of-a-kind school community that strives to provide rigorous, engaging instruction that supports the unique talents, skills, and interests of each student. With both Classical and STEAM programs, we focus on teaching the whole child in an academically advanced environment and aim to create a community that promotes collaboration, communication, critical thinking, and creativity while celebrating the diversity of the students, families, staff, and community.",Principal,Ms.Megan E Kehr,,,7735358280,7735358286,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610589,http://sorjuana.cps.edu,N,"K,1,2",K-2,92,31,6,21,6,75,6,2,1,0,0,1,0,1,There are 92 students enrolled at SOR JUANA.  33.7% are Low Income Students.  6.5% are Diverse Learners.  22.8% are Limited English Learners.,The largest demographic at SOR JUANA is Hispanic.  This demographic makes up 81.5% of the student population.  The second greatest demographic is White at 6.5%.,N,,7:45 AM - 2:45 PM,,,,,,"Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 8,Y,N,Y,N,2018-06-29T00:00:00.000,41.789597,-87.72638,"{'latitude': '41.789597', 'longitude': '-87.72638', 'human_address': '{""address"": ""4120 W 57TH"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60629""}'}",60,21867,58,773,15,,7:15 AM,,,,,,,,,TBD,,,,,,,,,,,,,,,,,,,,,
609774,2040,22041,ALCOTT ES,Louisa May Alcott College Preparatory ES,ES,N,Y,Y,Y,"The vision of Alcott is to create an intimate educationally, socially, and emotionally rich community of lifelong learners in a seamless, integrated preK-12th grade environment where students become accountable and responsible for their own education, reaching their full potential and graduating with the tools and experiences to both succeed in their own lives and to make a positive contribution to society. At Alcott, we are committed to ensuring each and every student achieves academic and personal growth.",Principal,Elias Estrada,Assistant Principal,Navjeet Allen,7735345460,7735345789,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609774,http://www.alcottelementary.net/,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",647,61,64,30,37,81,405,60,3,0,0,50,1,10,There are 647 students enrolled at ALCOTT ES.  9.4% are Low Income Students.  9.9% are Diverse Learners.  4.6% are Limited English Learners.,The largest demographic at ALCOTT ES is White.  This demographic makes up 62.6% of the student population.  The second greatest demographic is Hispanic at 12.5%.,Y,Full Day,7:30  AM - 2:30  PM,N,"22, 36, 8",Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 4,Y,N,Y,N,2004-09-01T00:00:00.000,41.92985,-87.646413,"{'latitude': '41.92985', 'longitude': '-87.646413', 'human_address': '{""address"": ""2625 N ORCHARD ST"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60614""}'}",68,21190,16,794,34,https://www.facebook.com/AlcottonOrchard/,7:30 AM,Mandarin,"Brown, Purple, Red",,,,,,,2:45 PM - 6:30 PM J at School After-Care Program,,,,Full Day,,,,https://twitter.com/AlcottonOrchard,,,,,,,,,,,,,
609854,2770,22721,CHOPIN,Frederic Chopin Elementary School,ES,N,Y,Y,Y,"Chopin is a Magnet Cluster School offering a Math and Science Magnet Program. In addition, advanced literature and math classes are offered before and after regular school hours. For the last eight years, standardized test scores have risen. Chopin also enjoys partnerships with West Town Leadership United and Northeastern Illinois University as well as the Teacher Center.",Principal,Frederick L Williams,Assistant Principal,John McNullty,7735344080,7735344163,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609854,http://fredericchopinschool.weebly.com/,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",401,335,105,144,99,265,25,0,4,0,0,7,1,0,There are 401 students enrolled at CHOPIN.  83.5% are Low Income Students.  26.2% are Diverse Learners.  35.9% are Limited English Learners.,The largest demographic at CHOPIN is Hispanic.  This demographic makes up 66.1% of the student population.  The second greatest demographic is Black at 24.7%.,Y,Full Day,08:45 AM-03:45 PM,Y,"49, 66",Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 5,Y,N,Y,N,2004-09-01T00:00:00.000,41.896713,-87.688937,"{'latitude': '41.896713', 'longitude': '-87.688937', 'human_address': '{""address"": ""2450 W RICE ST"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60622""}'}",25,21560,4,542,49,,8:10 AM,,,,,,,School Counselor,Leslie Arroyo,,,,Y,Full Day,,Y,,,,,,,,,,,,,,,
609734,1580,46311,TAFT HS,William Howard Taft High School,HS,Y,Y,N,N,"TAFT IS A WALL-TO-WALL INTERNATIONAL BACCALAUREATE HIGH SCHOOL 
 Taft High School is an authorized IB World School. We are the largest IB school in Illinois. International Baccalaureate World Schools share a common philosophy—a commitment to improve the teaching and learning of a diverse and inclusive community of students by delivering a challenging and high quality program of international education. Taft is the school that the movie GREASE was based on and some of our famous alumni include Terry Kath, the lead singer and guitarist of the band CHICAGO, as well as Jerry Krause the general manager of the Chicago Bulls in the 1990's.",Principal,Mark Grishaber,Assistant Principal,Eric Flores,7735341000,7735341027,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609734,http://www.tafths.org,Y,"7,8,9,10,11,12",7-12,3414,1348,420,271,74,1344,1591,268,10,0,0,86,8,33,There are 3414 students enrolled at TAFT HS.  39.5% are Low Income Students.  12.3% are Diverse Learners.  7.9% are Limited English Learners.,The largest demographic at TAFT HS is White.  This demographic makes up 46.6% of the student population.  The second greatest demographic is Hispanic at 39.4%.,N,,7:45 a.m. - 2:58 p.m.,N,"68, 86",Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 14,Y,N,Y,Y,2004-09-01T00:00:00.000,41.982961,-87.791547,"{'latitude': '41.982961', 'longitude': '-87.791547', 'human_address': '{""address"": ""6530 W BRYN MAWR AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60631""}'}",36,22243,17,733,29,http://www.facebook.com/tafths,06:30 a.m.,"Arabic, French, Korean, Polish, Spanish, Spanish for Heritage Speakers",Blue,66.4,59.8,87.2,77.5,Assistant Principal,Jenny Greenblatt,2:58 p.m. - 8:00 p.m.,Assistant Principal,Patrick Levins,Y,,,Y,Union Pacific Northwest (UP-NW),https://twitter.com/taft_hs,N,,7:45 a.m. - 2:58 p.m.,Assistant Principal,,https://www.youtube.com/channel/UClTyFK3VXAb18FZf03gKxkw,IB Coordinator,Irene Kondos,NJROTC Commander,Captain Mark Jenkins,,,
609820,2470,22421,BURLEY,Augustus H Burley Elementary School,ES,N,Y,Y,Y,"Burley offers a Literature, Writing, and Technology Magnet Program driven by critical thinking, a love of reading, writer’s workshop, and authentic inquiry. Burley’s staff authored the school’s curriculum. We offer Spanish to students in Grades 5-8 and feature a state-of-the-art multimedia center. Burley is an award-winning school.",Principal,Catherine Elizabeth Plocher,Assistant Principal,Michelle Nash,7735345475,7735345786,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609820,http://burley.cps.edu,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",552,64,61,8,13,96,363,48,1,0,0,31,0,0,There are 552 students enrolled at BURLEY.  11.6% are Low Income Students.  11.1% are Diverse Learners.  1.4% are Limited English Learners.,The largest demographic at BURLEY is White.  This demographic makes up 65.8% of the student population.  The second greatest demographic is Hispanic at 17.4%.,N,Full Day,08:15 AM-03:15 PM,N,"9, 11, 77",Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,ISP,Y,N,Y,N,2004-09-01T00:00:00.000,41.937937,-87.669853,"{'latitude': '41.937937', 'longitude': '-87.669853', 'human_address': '{""address"": ""1630 W BARRY AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60657""}'}",57,4449,22,711,40,http://www.facebook.com/burleyschool,,,,,,,,,,,,,,Full and Half Day,,,,http://twitter.com/BurleySchool,,,,,,,,,,,,,
609691,1140,46431,NORTH-GRAND HS,North-Grand High School,HS,Y,N,N,N,"North-Grand High School is quickly becoming a premiere neighborhood high school on the west side of Chicago.  In 2013-2014, North-Grand High School officially came off probation and has continued to raise its overall status moving from a Level 2+ school to a Level 1 school.  The administration and staff at North-Grand are committed to student success and strive to build a culture of continuous improvement.",Principal,Ms.Emily Ann Feltes,Principal,Emily A. Feltes,7735348520,7735348535,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609691,http://www.northgrandhs.org,Y,"9,10,11,12",9-12,992,743,210,245,170,803,9,3,4,0,0,3,0,0,There are 992 students enrolled at NORTH-GRAND HS.  74.9% are Low Income Students.  21.2% are Diverse Learners.  24.7% are Limited English Learners.,The largest demographic at NORTH-GRAND HS is Hispanic.  This demographic makes up 80.9% of the student population.  The second greatest demographic is Black at 17.1%.,N,,7:45 AM-3:00 PM,Y,"65, 72",Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 15,Y,N,N,Y,2004-09-01T00:00:00.000,41.911674,-87.735238,"{'latitude': '41.911674', 'longitude': '-87.735238', 'human_address': '{""address"": ""4338 W WABANSIA AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60639""}'}",24,22615,2,285,44,https://www.facebook.com/pages/North-Grand-High-School/615600888570010,,"French, Spanish",,51.5,59.8,79.3,77.5,Assistant Principal,Kevin R. Bacon,,Facilities Manager,Glenn Gustafson,Y,,,Y,,,N,,7:45 AM - 3:00 PM,Assistant Principal,Iris Dominguez,,,,,,,,
610078,4890,29191,INTER-AMERICAN,Inter-American Elementary Magnet School,ES,N,Y,Y,Y,"Inter-American Magnet Dual Language School:  
As a national model of dual language education, children at Inter-American learn to read and write in Spanish and English across all academic subjects within our carefully articulated concurrent literacy model and our own grassroots Curriculum of the Americas: We are Community (Gr. pk-1); We are Indigenous People (Gr. 2-5); and We are Scholarly Activists (Gr. 6-8).",Principal,Daniela Susanne Bylaitis,Assistant Principal,Ms. Alma Betsy Santana,7735345490,7735345483,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610078,http://www.iamschicago.com,N,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",697,313,62,215,12,592,78,5,2,0,0,8,0,0,There are 697 students enrolled at INTER-AMERICAN.  44.9% are Low Income Students.  8.9% are Diverse Learners.  30.8% are Limited English Learners.,The largest demographic at INTER-AMERICAN is Hispanic.  This demographic makes up 84.9% of the student population.  The second greatest demographic is White at 11.2%.,N,Full Day,9:00 am-4:00 pm,N,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2017-2018,Network 4,Y,Y,Y,N,2004-09-01T00:00:00.000,41.949003,-87.651573,"{'latitude': '41.949003', 'longitude': '-87.651573', 'human_address': '{""address"": ""851 W WAVELAND AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60613""}'}",57,21186,53,727,25,,8:30am,"Spanish, Spanish for Heritage Speakers",,,,,,,,,,,Y,Full Day,,,,https://twitter.com/iamschicago,,,,,,,,,,,,,
609761,1860,46391,CORLISS HS,George H Corliss High School,HS,Y,N,N,N,"Corliss is an Early College Science, Technology, Engineering and Math school (ECSS) which enables students to earn both a high school diploma and college credits (as early as 10th grade). Our mission is to provide individualized supports necessary to ensure that all students are successful.",Principal,Ali N Muhammad,STEM Coordinator,Sheila Jones,7735355115,7735355511,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609761,http://www.newcorlisshs.org,N,"9,10,11,12",9-12,275,207,82,2,268,4,0,0,2,0,0,1,0,0,There are 275 students enrolled at CORLISS HS.  75.3% are Low Income Students.  29.8% are Diverse Learners.  0.7% are Limited English Learners.,The largest demographic at CORLISS HS is Black.  This demographic makes up 97.5% of the student population.  The second greatest demographic is Hispanic at 1.5%.,Y,,7:50 am-3:05 pm,Y,"34, 106, 111, 4",Level 2,INTENSIVE SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 17,Y,N,N,Y,2004-09-01T00:00:00.000,41.70666,-87.601216,"{'latitude': '41.70666', 'longitude': '-87.601216', 'human_address': '{""address"": ""821 E 103RD ST"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60628""}'}",47,21861,19,254,43,,7:15 AM,Spanish,Red,37.5,59.8,64.3,77.5,School Counselor,Cheryl Dyer,3:05 PM - 5:00 PM,,,N,,,Y,Metra Electric District (ME),,N,,7:45 a.m. - 3:05 p.m.,,,,,,,,,,
